,Hace 3 dias,Hace 4 dias,Hace 6 dias,Hace 8 dias,Hace 9 dias,Hace 11 dias,Hace 12 dias,Hace 14 dias,Hace 16 dias,Hace 17 dias,Hace 19 dias,Hace 20 dias,Hace 22 dias,Hace 24 dias,Hace 25 dias,Hace 27 dias,Hace 28 dias,Hace 30 dias,Hace 32 dias,Hace 33 dias,Hace 35 dias,Hace 36 dias,y
0,3.1906666666666665,3.1904444444444446,3.191066666666667,3.1839999999999997,3.1792499999999997,3.171133333333333,3.1682424242424245,3.1665128205128203,3.1679999999999997,3.170083333333333,3.179,3.184701754385965,3.1934920634920636,3.194000000000001,3.192416666666668,3.1910256410256417,3.191851851851852,3.1966436781609193,3.2036129032258063,3.2072083333333334,3.2143137254901966,3.217542857142857,3.1933333333333334
1,3.1879999999999997,3.1888888888888887,3.1894666666666667,3.188,3.184166666666666,3.1761333333333335,3.1724242424242424,3.1682564102564106,3.168222222222222,3.169083333333333,3.174481481481481,3.179333333333333,3.189650793650794,3.1943188405797103,3.1936388888888896,3.1910000000000007,3.190814814814815,3.1934942528735633,3.1996344086021504,3.2030416666666666,3.210137254901961,3.2134857142857145,3.199333333333333
2,3.1893333333333334,3.1897777777777776,3.1900000000000004,3.190571428571429,3.188666666666667,3.1812666666666667,3.17769696969697,3.1714871794871797,3.1695555555555552,3.169791666666667,3.172222222222222,3.1754736842105262,3.1851428571428566,3.1931304347826086,3.1942777777777778,3.1921794871794877,3.1910864197530873,3.1916781609195404,3.196172043010752,3.1994374999999997,3.206156862745098,3.2096571428571425,3.2006666666666668
3,3.1963333333333335,3.1926666666666663,3.191866666666667,3.1914285714285713,3.191666666666667,3.1865999999999994,3.182909090909091,3.1761025641025644,3.172,3.1714166666666666,3.172111111111111,3.173649122807017,3.1809523809523808,3.190231884057971,3.1933888888888884,3.1938461538461542,3.192444444444445,3.1911954022988507,3.1936774193548385,3.1962708333333327,3.202647058823529,3.2059619047619043,3.1993333333333336
4,3.2,3.197777777777778,3.1938666666666666,3.192857142857143,3.1925833333333333,3.1909333333333336,3.1878787878787875,3.1811282051282057,3.175288888888889,3.1737916666666672,3.1731481481481487,3.173614035087719,3.1778095238095236,3.186434782608695,3.1906666666666665,3.1947179487179485,3.194098765432099,3.191701149425288,3.1922150537634404,3.193895833333333,3.1994705882352936,3.2025904761904758,3.193333333333333
5,3.2,3.199777777777778,3.1955999999999998,3.194190476190476,3.193666666666667,3.193333333333334,3.19169696969697,3.1855384615384614,3.1792888888888897,3.176791666666667,3.1745925925925924,3.1745263157894743,3.17615873015873,3.1826086956521733,3.1869722222222214,3.1938974358974352,3.1948888888888884,3.1929655172413796,3.191763440860215,3.1924374999999996,3.1964901960784307,3.199466666666666,3.18
6,3.1963333333333335,3.197777777777778,3.1972,3.1945714285714284,3.194083333333333,3.1933333333333334,3.193333333333334,3.189179487179487,3.1831555555555564,3.1801666666666675,3.176296296296297,3.175578947368421,3.175777777777778,3.179420289855072,3.183055555555555,3.1911025641025637,3.1938765432098757,3.1942528735632183,3.1919999999999997,3.1918124999999997,3.194039215686274,3.1963999999999992,3.17
7,3.1866666666666665,3.190888888888889,3.1945333333333332,3.193047619047619,3.1927499999999998,3.192266666666667,3.1921212121212124,3.1909230769230774,3.185688888888889,3.182958333333334,3.177888888888889,3.176491228070176,3.1756825396825406,3.177072463768116,3.179444444444444,3.186948717948717,3.190691358024691,3.1943218390804593,3.1925591397849464,3.191625,3.192098039215686,3.1936380952380947,3.1580000000000004
8,3.175,3.181111111111111,3.1886666666666668,3.190857142857143,3.1901666666666664,3.190266666666666,3.1902424242424243,3.1905128205128213,3.187288888888889,3.1847083333333335,3.179592592592593,3.177473684210527,3.175523809523809,3.1757101449275367,3.1767777777777777,3.182435897435897,3.1863209876543204,3.1925747126436774,3.193010752688172,3.191854166666667,3.1908235294117646,3.1914666666666665,3.1453333333333333
9,3.164,3.169333333333333,3.180133333333333,3.185809523809524,3.18675,3.187,3.187333333333333,3.187794871794872,3.187333333333334,3.1854583333333335,3.1808518518518527,3.178456140350878,3.1753015873015875,3.1746666666666674,3.1749722222222228,3.17825641025641,3.1815308641975304,3.188850574712643,3.192365591397849,3.1919166666666667,3.1900000000000004,3.1898857142857144,3.1366666666666667
10,3.151666666666667,3.1577777777777776,3.1693333333333333,3.178095238095238,3.18075,3.1824666666666666,3.183212121212121,3.1843076923076925,3.185333333333334,3.184708333333334,3.1810370370370373,3.1789824561403517,3.1750158730158735,3.1734492753623185,3.1734444444444456,3.1748461538461537,3.177037037037037,3.183931034482758,3.189935483870967,3.1908958333333333,3.1894901960784314,3.1887238095238097,3.1273333333333335
11,3.141,3.146666666666667,3.158,3.1689523809523807,3.1729166666666666,3.1776,3.17830303030303,3.180205128205128,3.181555555555556,3.182291666666667,3.180518518518519,3.1787017543859655,3.1748888888888898,3.172318840579711,3.1719166666666663,3.1723589743589753,3.173432098765432,3.1787356321839075,3.1857634408602147,3.1882708333333327,3.188921568627451,3.1879809523809524,3.1133333333333333
12,3.132,3.1364444444444444,3.1474666666666664,3.1586666666666665,3.16375,3.1710000000000003,3.1730303030303033,3.1753333333333336,3.177333333333334,3.1781666666666673,3.1788518518518525,3.177719298245614,3.1745079365079376,3.171275362318841,3.1704444444444455,3.1702564102564117,3.1706913580246923,3.173931034482759,3.1805806451612897,3.1839375,3.1874313725490198,3.187161904761905,3.094
13,3.1203333333333334,3.1257777777777775,3.1361333333333334,3.147238095238095,3.153,3.1624,3.165757575757576,3.1693846153846152,3.172222222222222,3.173333333333334,3.1754074074074077,3.1754035087719306,3.1731428571428575,3.170144927536233,3.1688611111111116,3.167948717948718,3.1681481481481493,3.1697701149425286,3.174967741935484,3.178479166666666,3.184274509803921,3.185314285714286,3.0766666666666667
14,3.1036666666666664,3.111555555555556,3.123333333333333,3.134952380952381,3.1405833333333333,3.1517333333333335,3.156181818181818,3.162358974358974,3.165777777777778,3.167333333333333,3.16988888888889,3.1711228070175443,3.170666666666667,3.1683478260869573,3.1669722222222227,3.165307692307693,3.1652098765432095,3.166068965517242,3.169397849462366,3.1724374999999996,3.1792156862745093,3.1816952380952372,3.0586666666666664
15,3.0853333333333333,3.0946666666666665,3.1095999999999995,3.121619047619048,3.127666666666667,3.139466666666667,3.144909090909091,3.153384615384616,3.158177777777778,3.1602083333333337,3.163555555555556,3.164982456140352,3.166825396825397,3.1655072463768117,3.1645277777777783,3.162435897435898,3.162024691358025,3.1624367816091965,3.164322580645161,3.1665,3.172999999999999,3.1762857142857137,3.0379999999999994
